Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-1.raw	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-2.raw	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-3.raw	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-4.raw
Q9DBC7	Q9DBC7	KAP0_MOUSE	Prkar1a	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.21699e+06	1.46007e+06	1.09879e+06	935071
Q9DBD5	Q9DBD5	PELP1_MOUSE	Pelp1	Proline-, glutamic acid- and leucine-rich protein 1	83758.7	79678.3	62400.1	62697.1
Q9DBE9	Q9DBE9	SPB1_MOUSE	Ftsj3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	221038	216513	252162	164538
Q9DBF7;Q9DBF7-3	Q9DBF7;Q9DBF7-3	CWC25_MOUSE	Cwc25	Pre-mRNA-splicing factor CWC25 homolog	17876	17659.4	17043.2	12589
Q9DBG3;Q9DBG3-2	O35643;Q9DBG3;Q9DBG3-2	AP2B1_MOUSE	Ap2b1	AP-2 complex subunit beta	26117.4	26341.9	35373.7	34552.3
Q9DBG6	Q9DBG6	RPN2_MOUSE	Rpn2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	39475.2	34496.4	42910.5	33094.9
Q9DBH0	Q9DBH0	WWP2_MOUSE	Wwp2	NEDD4-like E3 ubiquitin-protein ligase WWP2	31569.4	17106.3		12417
Q9DBH5	Q9DBH5	LMAN2_MOUSE	Lman2	Vesicular integral-membrane protein VIP36	55693.3	55449.5	63732.1	68206.9
Q9DBJ1	Q9DBJ1	PGAM1_MOUSE	Pgam1	Phosphoglycerate mutase 1	76761.6	62123.3	62361.1	77009.1
Q9DBM1	Q9DBM1	GPTC1_MOUSE	Gpatch1	G patch domain-containing protein 1	32883.4		23542	5299.88
Q9DBN9;Q9DBN9-2	Q9DBN9;Q9DBN9-2	DDX59_MOUSE	Ddx59	Probable ATP-dependent RNA helicase DDX59	21947.7	20271.6	22983.7	22731.3
Q9DBP5	Q9DBP5	KCY_MOUSE	Cmpk1	UMP-CMP kinase	13119.9	7322.33	21925.1	10932.7
Q9DBR0	Q9DBR0	AKAP8_MOUSE	Akap8	A-kinase anchor protein 8	361742	449263	312118	276156
Q9DBR1;Q9DBR1-2	Q9DBR1;Q9DBR1-2	XRN2_MOUSE	Xrn2	5'-3' exoribonuclease 2	2.5074e+06	3.37991e+06	2.94519e+06	2.55184e+06
Q9DBR7;Q9DBR7-2	Q9DBR7;Q9DBR7-2	MYPT1_MOUSE	Ppp1r12a	Protein phosphatase 1 regulatory subunit 12A	167289	55485.8	40787.2	88153.1
Q9DBS1	Q9DBS1	TMM43_MOUSE	Tmem43	Transmembrane protein 43	16571.5	13640.8	19464	20288.3
Q9DBS5	Q9DBS5	KLC4_MOUSE	Klc4	Kinesin light chain 4	26650.6	11995.9	15319.6	29940.7
Q9DBS8;Q9DBS8-2	Q9DBS8;Q9DBS8-2	POC5_MOUSE	Poc5	Centrosomal protein POC5	11337.2	14894	6515.98	10873.7
Q9DBS9	Q9DBS9	OSBL3_MOUSE	Osbpl3	Oxysterol-binding protein-related protein 3	7287.96	16760.9	5927.91	18988.4
Q9DBT3	Q9DBT3	CCD97_MOUSE	Ccdc97	Coiled-coil domain-containing protein 97		8685.27		6651.45
Q9DBU0	Q9DBU0	TM9S1_MOUSE	Tm9sf1	Transmembrane 9 superfamily member 1	36336.1	16765.3	23702.2	25937.9
Q9DBU3	Q9DBU3	RIOK3_MOUSE	Riok3	Serine/threonine-protein kinase RIO3	324805	371245	301825	413320
Q9DBW0	Q9DBW0	CP4V2_MOUSE	Cyp4v2	Cytochrome P450 4V2	30504.7	39282.6	32365.4	93128.6
Q9DBX1	Q9DBX1	RGCC_MOUSE	Rgcc	Regulator of cell cycle RGCC	133664	289238	236885	302686
Q9DBX2	Q9DBX2	PHLP_MOUSE	Pdcl	Phosducin-like protein	43546.2	52096.3	23097	98706
Q9DBY8	Q9DBY8	NVL_MOUSE	Nvl	Nuclear valosin-containing protein-like	1.35569e+06	936115	943840	829638
Q9DC11	Q9DC11	PXDC2_MOUSE	Plxdc2	Plexin domain-containing protein 2	21239.4	14916	5711.59	26647.1
Q9DC22	Q9DC22	DCAF6_MOUSE	Dcaf6	DDB1- and CUL4-associated factor 6	17859.3	29209	46369.1	42290
Q9DC29	Q9DC29	ABCB6_MOUSE	Abcb6	ATP-binding cassette sub-family B member 6	40353.6		83423.9	71683.5
Q9DC33;Q9DC33-2;Q9DC33-3	Q9DC33;Q9DC33-2;Q9DC33-3	HM20A_MOUSE	Hmg20a	High mobility group protein 20A	73975.6	117917	79948	101732
Q9DC37	Q9DC37	MFSD1_MOUSE	Mfsd1	Major facilitator superfamily domain-containing protein 1	66574.6	19293	39878.7	69334.2
Q9DC51	Q9DC51	GNAI3_MOUSE	Gnai3	Guanine nucleotide-binding protein G(i) subunit alpha-3	8202.14			9868.61
Q9DC70	Q9DC70	NDUS7_MOUSE	Ndufs7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	18814.2		35632.6	22126.9
Q9DCA5	Q9DCA5	BRX1_MOUSE	Brix1	Ribosome biogenesis protein BRX1 homolog	10204.4	10250.1	12684.8	7184.84
